Code	Source	Version	Label	Specific tsv download url	Specific sdmx download url	Latest tsv download url	Latest sdmx download url	mapping file
HHCARACT	ESTAT	2.1	Household characteristics	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HHCARACT/2.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HHCARACT/2.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HHCARACT?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HHCARACT	
HHCOMP	ESTAT	4.2	Household composition	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HHCOMP/4.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HHCOMP/4.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HHCOMP?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HHCOMP	
HHSTATUS	ESTAT	5.0	Individuals by household status	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HHSTATUS/5.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HHSTATUS/5.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HHSTATUS?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HHSTATUS	
HHTYP	ESTAT	2.1	Type of household	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HHTYP/2.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HHTYP/2.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HHTYP?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HHTYP	
HHTYPE	ESTAT	2.1	Type of household	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HHTYPE/2.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HHTYPE/2.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HHTYPE?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HHTYPE	
HHWKSTAT	ESTAT	1.2	Working status within households	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HHWKSTAT/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HHWKSTAT/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HHWKSTAT?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HHWKSTAT	
HIRE_PLAN	ESTAT	1.1	Hiring plan	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HIRE_PLAN/1.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HIRE_PLAN/1.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HIRE_PLAN?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HIRE_PLAN	
HLTHCARE	ESTAT	2.1	Health care	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HLTHCARE/2.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HLTHCARE/2.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HLTHCARE?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HLTHCARE	
HLTH_HLE	ESTAT	1.0	Health and life expectancy	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HLTH_HLE/1.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HLTH_HLE/1.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HLTH_HLE?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HLTH_HLE	
HLTH_PB	ESTAT	2.0	Health problems	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HLTH_PB/2.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HLTH_PB/2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HLTH_PB?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HLTH_PB	
HOLD_MAN	ESTAT	1.2	Legal form and holder-manager relationship	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HOLD_MAN/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HOLD_MAN/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HOLD_MAN?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HOLD_MAN	
HOSPCARE	ESTAT	1.0	Hospital care	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HOSPCARE/1.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HOSPCARE/1.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HOSPCARE?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HOSPCARE	
HOTELSIZE	ESTAT	1.1	Size of tourism establishments by number of rooms	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HOTELSIZE/1.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HOTELSIZE/1.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HOTELSIZE?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HOTELSIZE	
HOUSING	ESTAT	2.1	Housing	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HOUSING/2.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HOUSING/2.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HOUSING?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HOUSING	
HOUS_ANI	ESTAT	2.0	Animal housing	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HOUS_ANI/2.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HOUS_ANI/2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HOUS_ANI?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HOUS_ANI	
HP_CAUSE	ESTAT	1.2	Cause of health problem or disability	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HP_CAUSE/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HP_CAUSE/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HP_CAUSE?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HP_CAUSE	
HP_TECH	ESTAT	2.1	Heat pumps technologies	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HP_TECH/2.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HP_TECH/2.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/HP_TECH?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/HP_TECH	
ICCS	ESTAT	4.2	International classification of crime for statistical purposes (ICCS)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICCS/4.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICCS/4.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICCS?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICCS	
ICD10	ESTAT	5.1	International Statistical Classification of Diseases and Related Health Problems (ICD-10 2010)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICD10/5.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICD10/5.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICD10?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICD10	
ICD9CM	ESTAT	1.1	International Classification of Diseases (Medical procedures)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICD9CM/1.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICD9CM/1.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICD9CM?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICD9CM	
ICHA11_FS	ESTAT	1.2	Classification of revenues of health care financing schemes - SHA 2011	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICHA11_FS/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICHA11_FS/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICHA11_FS?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICHA11_FS	
ICHA11_HC	ESTAT	1.2	Classification of health care functions - SHA 2011	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICHA11_HC/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICHA11_HC/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICHA11_HC?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICHA11_HC	
ICHA11_HF	ESTAT	1.2	Classification of health care financing schemes - SHA 2011	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICHA11_HF/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICHA11_HF/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICHA11_HF?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICHA11_HF	
ICHA11_HP	ESTAT	1.2	Classification of health care providers - SHA 2011	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICHA11_HP/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICHA11_HP/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICHA11_HP?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICHA11_HP	
ICHA_HC	ESTAT	1.2	Health care functions SHA	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICHA_HC/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICHA_HC/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICHA_HC?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICHA_HC	
ICHA_HP	ESTAT	1.3	Health care providers SHA	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICHA_HP/1.3?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICHA_HP/1.3	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/ICHA_HP?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/ICHA_HP	
IMPACPCV	ESTAT	1.2	Impact	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/IMPACPCV/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/IMPACPCV/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/IMPACPCV?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/IMPACPCV	
IMPACT	ESTAT	1.2	Impact	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/IMPACT/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/IMPACT/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/IMPACT?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/IMPACT	
INCGRP	ESTAT	1.2	Income situation in relation to the risk of poverty threshold	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INCGRP/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INCGRP/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INCGRP?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INCGRP	
INCOME	ESTAT	2.0	Share of income	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INCOME/2.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INCOME/2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INCOME?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INCOME	
INCSRC	ESTAT	3.1	Main source of income	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INCSRC/3.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INCSRC/3.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INCSRC?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INCSRC	
INCUBAT	ESTAT	1.1	Type of incubation	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INCUBAT/1.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INCUBAT/1.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INCUBAT?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INCUBAT	
INDIC	ESTAT	1.4	Indicator	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC/1.4?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC/1.4	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC	
INDIC_AG	ESTAT	1.2	Agricultural indicator	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_AG/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_AG/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_AG?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_AG	
INDIC_AGR	ESTAT	2.0	Agricultural indicators	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_AGR/2.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_AGR/2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_AGR?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_AGR	
INDIC_BP	ESTAT	1.3	Balance of payments indicator	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_BP/1.3?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_BP/1.3	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_BP?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_BP	
INDIC_BT	ESTAT	4.0	Business trend indicator	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_BT/4.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_BT/4.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_BT?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_BT	
INDIC_CO	ESTAT	1.2	Cooperation statistics indicators	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_CO/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_CO/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_CO?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_CO	
INDIC_CR	ESTAT	1.2	Indicators on crime and criminal justice	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_CR/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_CR/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_CR?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_CR	
INDIC_DE	ESTAT	5.0	Demographic indicator	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_DE/5.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_DE/5.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_DE?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_DE	
INDIC_ED	ESTAT	1.3	Education indicator	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_ED/1.3?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_ED/1.3	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_ED?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_ED	
INDIC_EF	ESTAT	1.2	Eurofarm indicators	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_EF/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_EF/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_EF?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_EF	
INDIC_EM	ESTAT	4.0	Employment indicator	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_EM/4.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_EM/4.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_EM?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_EM	
INDIC_EN	ESTAT	1.4	Energy indicator	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_EN/1.4?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_EN/1.4	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_EN?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_EN	
INDIC_ENV	ESTAT	10.1	Environment indicator	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_ENV/10.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_ENV/10.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_ENV?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_ENV	
INDIC_ET	ESTAT	1.2	External trade indicator	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_ET/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_ET/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_ET?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_ET	
INDIC_EU	ESTAT	1.1	Indicators for EU2020 project	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_EU/1.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_EU/1.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_EU?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_EU	
INDIC_FB	ESTAT	1.2	Indicator on factors of business success	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_FB/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_FB/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_FB?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_FB	
INDIC_FO	ESTAT	2.1	Forestry indicators	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_FO/2.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_FO/2.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/INDIC_FO?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/INDIC_FO	
