Code	Source	Version	Label	Specific tsv download url	Specific sdmx download url	Latest tsv download url	Latest sdmx download url	mapping file
LEV_EXPN	ESTAT	1.2	Level of expenditure	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_EXPN/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_EXPN/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_EXPN?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_EXPN	
LEV_FINS	ESTAT	1.3	Level of financial situation	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_FINS/1.3?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_FINS/1.3	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_FINS?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_FINS	
LEV_IMPC	ESTAT	1.2	Level of impact	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_IMPC/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_IMPC/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_IMPC?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_IMPC	
LEV_IMPT	ESTAT	2.2	Level of importance	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_IMPT/2.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_IMPT/2.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_IMPT?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_IMPT	
LEV_INTRF	ESTAT	1.1	Level of interference	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_INTRF/1.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_INTRF/1.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_INTRF?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_INTRF	
LEV_KNOW	ESTAT	3.2	Level of knowledge	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_KNOW/3.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_KNOW/3.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_KNOW?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_KNOW	
LEV_LIMIT	ESTAT	5.0	Level of activity limitation	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_LIMIT/5.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_LIMIT/5.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_LIMIT?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_LIMIT	
LEV_MATCH	ESTAT	1.2	Level of job matching	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_MATCH/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_MATCH/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_MATCH?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_MATCH	
LEV_PERC	ESTAT	1.4	Level of perception	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_PERC/1.4?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_PERC/1.4	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_PERC?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_PERC	
LEV_RPT	ESTAT	2.0	Level of repetitiveness	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_RPT/2.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_RPT/2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_RPT?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_RPT	
LEV_SATIS	ESTAT	1.3	Level of satisfaction	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_SATIS/1.3?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_SATIS/1.3	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LEV_SATIS?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LEV_SATIS	
LOADSTAT	ESTAT	1.2	Loading status	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LOADSTAT/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LOADSTAT/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LOADSTAT?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LOADSTAT	
LOCPART	ESTAT	2.1	Location of partner	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LOCPART/2.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LOCPART/2.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LOCPART?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LOCPART	
LSU	ESTAT	3.3	Size classes of total livestock units (LSU)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LSU/3.3?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LSU/3.3	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LSU?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LSU	
LVLCROS	ESTAT	1.0	Type of level crossing	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LVLCROS/1.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LVLCROS/1.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/LVLCROS?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/LVLCROS	
L_SERV	ESTAT	7.0	Length of service	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/L_SERV/7.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/L_SERV/7.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/L_SERV?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/L_SERV	
MAINW	ESTAT	1.1	Main ways to obtain/develop new skills	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MAINW/1.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MAINW/1.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MAINW?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MAINW	
MANSTO	ESTAT	2.0	Manure storage	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MANSTO/2.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MANSTO/2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MANSTO?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MANSTO	
MARSTA	ESTAT	2.1	Marital status	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MARSTA/2.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MARSTA/2.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MARSTA?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MARSTA	
MARSTA2	ESTAT	2.1	Marital status (of bride)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MARSTA2/2.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MARSTA2/2.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MARSTA2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MARSTA2	
MATAGENT	ESTAT	1.2	Material agent	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MATAGENT/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MATAGENT/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MATAGENT?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MATAGENT	
MATERIAL	ESTAT	1.2	Materials	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MATERIAL/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MATERIAL/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MATERIAL?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MATERIAL	
MATURITY	ESTAT	2.0	Maturity	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MATURITY/2.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MATURITY/2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MATURITY?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MATURITY	https://ec.europa.eu/eurostat/databrowser-backend/api/public/mapping-files/get/Mapping_for_codelist-INTRT-to-INT_RT-or-MATURITY.xlsx
MEAT	ESTAT	1.3	Meat product	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MEAT/1.3?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MEAT/1.3	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MEAT?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MEAT	
MEATITEM	ESTAT	1.1	Item of meat	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MEATITEM/1.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MEATITEM/1.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MEATITEM?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MEATITEM	
MEDIA	ESTAT	1.3	Media	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MEDIA/1.3?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MEDIA/1.3	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MEDIA?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MEDIA	
MED_SPEC	ESTAT	3.1	Medical speciality	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MED_SPEC/3.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MED_SPEC/3.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MED_SPEC?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MED_SPEC	
METROREG	ESTAT	1.2	Metropolitan regions	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/METROREG/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/METROREG/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/METROREG?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/METROREG	
MGSTATUS	ESTAT	5.1	Migration status	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MGSTATUS/5.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MGSTATUS/5.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MGSTATUS?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MGSTATUS	
MILKITEM	ESTAT	1.2	Item of milk	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MILKITEM/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MILKITEM/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MILKITEM?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MILKITEM	
MKTPLACE	ESTAT	3.1	Market place	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MKTPLACE/3.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MKTPLACE/3.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MKTPLACE?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MKTPLACE	
MOBILITY	ESTAT	1.2	Mobility	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MOBILITY/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MOBILITY/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MOBILITY?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MOBILITY	
MOBSCHEME	ESTAT	1.1	Mobility scheme	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MOBSCHEME/1.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MOBSCHEME/1.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MOBSCHEME?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MOBSCHEME	
MODINJ	ESTAT	1.2	Contact - mode of injury	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MODINJ/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MODINJ/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MODINJ?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MODINJ	
MONTH	ESTAT	2.1	Month	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MONTH/2.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MONTH/2.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MONTH?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MONTH	
MORTALIT	ESTAT	1.1	Type of mortality	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MORTALIT/1.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MORTALIT/1.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MORTALIT?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MORTALIT	
MOT_NRG	ESTAT	4.0	Motor energy	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MOT_NRG/4.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MOT_NRG/4.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/MOT_NRG?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/MOT_NRG	https://ec.europa.eu/eurostat/databrowser-backend/api/public/mapping-files/get/Mapping_for_codelist-PROD_NRG-to-MOT_NRG.xlsx
NABS07	ESTAT	1.2	Nomenclature for the analysis and comparison of scientific programmes and budgets (NABS 2007)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NABS07/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NABS07/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NABS07?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NABS07	
NABS92	ESTAT	1.2	Nomenclature for the analysis and comparison of scientific programmes and budgets (NABS 1992)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NABS92/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NABS92/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NABS92?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NABS92	
NACE_R1	ESTAT	1.7	Statistical classification of economic activities in the European Community (NACE Rev. 1.1)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NACE_R1/1.7?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NACE_R1/1.7	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NACE_R1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NACE_R1	
NACE_R2	ESTAT	14.0	Statistical classification of economic activities in the European Community (NACE Rev. 2)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NACE_R2/14.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NACE_R2/14.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NACE_R2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NACE_R2	
NACE_R2D	ESTAT	1.2	Statistical classification of economic activities in the European Community (NACE Rev. 2) (for industry of destination)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NACE_R2D/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NACE_R2D/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NACE_R2D?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NACE_R2D	
NATVESSR	ESTAT	2.1	Nationality of registration of vessel	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NATVESSR/2.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NATVESSR/2.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NATVESSR?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NATVESSR	
NA_ITEM	ESTAT	15.0	National accounts indicator (ESA 2010)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NA_ITEM/15.0?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NA_ITEM/15.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NA_ITEM?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NA_ITEM	
NCL	ESTAT	1.1	International Classification of Goods and Services for the Purposes of the Registration of Marks (Nice Classification, 10th edition)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NCL/1.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NCL/1.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NCL?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NCL	
NETWORK	ESTAT	3.1	Type of network	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NETWORK/3.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NETWORK/3.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NETWORK?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NETWORK	
NET_SEG	ESTAT	1.2	Rail network segment (2005)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NET_SEG/1.2?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NET_SEG/1.2	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NET_SEG?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NET_SEG	
NET_SEG10	ESTAT	1.1	Rail network segment (2010)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NET_SEG10/1.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NET_SEG10/1.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NET_SEG10?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NET_SEG10	
NET_SEG15	ESTAT	1.1	Rail network Segment (2015)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NET_SEG15/1.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NET_SEG15/1.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NET_SEG15?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NET_SEG15	
NET_SEG20	ESTAT	3.1	Rail network segment (2020)	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NET_SEG20/3.1?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NET_SEG20/3.1	https://ec.europa.eu/eurostat/api/dissemination/sdmx/3.0/structure/codelist/ESTAT/NET_SEG20?format=TSV&formatVersion=2.0	https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/codelist/ESTAT/NET_SEG20	
